Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Day,Month
2024-07-11,17:07:00,CNR8374897857,Success,CID195841,eBike,"RT Nagar","Sarjapur Road",301,145,,,No,,485,Cash,36,4.3,4.6,Thursday,July
2024-07-27,08:09:00,CNR6941650547,Success,CID708649,Bike,"Rajarajeshwari Nagar","Bannerghatta Road",154,130,,,No,,171,Cash,32,3.2,3.4,Saturday,July
2024-07-11,06:42:00,CNR7002369546,Success,CID862432,eBike,Varthur,"Langford Town",294,60,,,No,,158,Cash,19,3.5,4.5,Thursday,July
2024-07-09,15:35:00,CNR8480298152,Success,CID139550,eBike,"Rajarajeshwari Nagar","Ramamurthy Nagar",182,65,,,No,,1180,UPI,26,4.9,4.8,Tuesday,July
2024-07-29,04:28:00,CNR8269890521,Success,CID933656,eBike,"Electronic City","Bannerghatta Road",56,70,,,No,,833,UPI,17,3.6,3.5,Monday,July
2024-07-24,07:12:00,CNR6200342831,Success,CID132670,"Prime Sedan",Basavanagudi,Hennur,42,105,,,No,,222,UPI,40,4.8,3.4,Wednesday,July
2024-07-05,00:12:00,CNR7043563773,Success,CID403318,Auto,Jayanagar,Ulsoor,210,125,,,No,,135,UPI,6,3.1,3.7,Friday,July
2024-07-21,21:23:00,CNR9874204682,Success,CID954334,Bike,Kadugodi,Yeshwanthpur,35,80,,,No,,2522,Cash,8,3.3,4.4,Sunday,July
2024-07-07,19:51:00,CNR8443956249,Success,CID463956,"Prime Plus",Vijayanagar,"Ramamurthy Nagar",301,80,,,No,,487,UPI,33,3.2,3.9,Sunday,July
2024-07-30,21:05:00,CNR6051134780,Success,CID134715,Mini,Yeshwanthpur,Yeshwanthpur,133,145,,,No,,389,Cash,1,4.8,4.3,Tuesday,July
2024-07-19,16:37:00,CNR7043687870,Success,CID974711,eBike,"Rajarajeshwari Nagar",Yeshwanthpur,252,95,,,No,,454,Cash,47,3.6,3.2,Friday,July
2024-07-23,08:21:00,CNR4166971709,Success,CID950953,"Prime SUV",Banashankari,Whitefield,77,50,,,No,,111,Cash,42,4.8,4.4,Tuesday,July
2024-07-04,20:33:00,CNR9541741683,Success,CID564799,"Prime Plus",Malleshwaram,Peenya,238,120,,,No,,150,Cash,41,4.3,4.1,Thursday,July
2024-07-19,08:37:00,CNR2451022419,Success,CID116386,"Prime Sedan",Koramangala,Ulsoor,63,105,,,No,,320,UPI,11,4.5,3.3,Friday,July
2024-07-01,03:10:00,CNR5238275736,Success,CID551281,"Prime Plus",Marathahalli,Kengeri,252,115,,,No,,122,Cash,38,4.7,4,Monday,July
2024-07-15,22:33:00,CNR2883717296,Success,CID782968,"Prime Sedan",Hulimavu,"KR Puram",154,95,,,No,,896,Cash,20,4,3.2,Monday,July
2024-07-07,02:37:00,CNR9689499121,Success,CID432922,"Prime SUV",Devanahalli,Koramangala,119,135,,,Yes,"Customer Demand",441,Cash,18,3.8,3.8,Sunday,July
2024-07-28,23:41:00,CNR1688505142,Success,CID800671,Auto,"RT Nagar","Langford Town",210,95,,,No,,279,UPI,19,4.2,4.3,Sunday,July
2024-07-23,16:43:00,CNR9619774824,Success,CID829701,"Prime Sedan",Majestic,Marathahalli,259,125,,,No,,454,Cash,44,3.1,4.5,Tuesday,July
2024-07-03,22:16:00,CNR5373146913,Success,CID514050,"Prime Sedan",Shantinagar,Hulimavu,217,90,,,No,,115,UPI,33,3.3,4,Wednesday,July
2024-07-21,02:41:00,CNR5706325109,Success,CID206062,"Prime Sedan",Banashankari,Kengeri,245,90,,,No,,343,Cash,24,5,4.7,Sunday,July
2024-07-09,09:22:00,CNR7631562123,Success,CID328417,Auto,"Bannerghatta Road","Richmond Town",140,60,,,No,,694,Cash,5,3.3,3.1,Tuesday,July
2024-07-03,14:51:00,CNR3041799615,Success,CID509579,Mini,Chamarajpet,Nagarbhavi,84,130,,,No,,448,"Credit Card",38,3.1,3.9,Wednesday,July
2024-07-26,08:38:00,CNR9614702690,Success,CID415009,Auto,Majestic,Kammanahalli,147,135,,,No,,375,Cash,9,3.5,3.5,Friday,July
2024-07-13,00:44:00,CNR9910495267,Success,CID433442,Mini,"Hosur Road","Richmond Town",49,75,,,No,,855,Cash,10,4.5,4.8,Saturday,July
2024-07-25,17:43:00,CNR3883455146,Success,CID769629,Auto,Nagarbhavi,"Tumkur Road",98,40,,,No,,321,UPI,14,3.6,3.9,Thursday,July
2024-07-09,22:58:00,CNR1617435790,Success,CID949310,"Prime Plus",Koramangala,"Cox Town",133,95,,,No,,341,UPI,27,3.1,4.6,Tuesday,July
2024-07-03,15:49:00,CNR3355748009,Success,CID365756,Mini,"Tumkur Road","JP Nagar",210,45,,,No,,285,UPI,31,4.4,3.5,Wednesday,July
2024-07-22,06:33:00,CNR6330267656,Success,CID212473,"Prime Sedan",Majestic,Ulsoor,203,120,,,No,,135,Cash,7,4,3.4,Monday,July
2024-07-06,09:48:00,CNR5277548632,Success,CID309906,eBike,Kammanahalli,"Tumkur Road",308,145,,,No,,202,Cash,15,4.8,4.7,Saturday,July
2024-07-19,12:15:00,CNR8000218462,Success,CID747740,Mini,Banashankari,Jayanagar,238,100,,,No,,271,Cash,6,3.1,3.8,Friday,July
2024-07-22,04:13:00,CNR1705108789,Success,CID888270,"Prime Plus",Marathahalli,"RT Nagar",70,25,,,No,,246,Cash,41,4.9,3.3,Monday,July
2024-07-03,11:30:00,CNR9047033724,Success,CID311226,Bike,Varthur,Hennur,259,115,,,No,,928,Cash,20,4.7,4.1,Wednesday,July
2024-07-01,03:52:00,CNR9391530593,Success,CID256823,Auto,Kammanahalli,"Sarjapur Road",105,40,,,No,,493,UPI,12,4,3.4,Monday,July
2024-07-04,21:20:00,CNR6595357704,Success,CID599199,Auto,Koramangala,Koramangala,294,25,,,No,,437,Cash,10,3.7,3.7,Thursday,July
2024-07-21,23:45:00,CNR6697045058,Success,CID537763,Bike,Nagarbhavi,"HSR Layout",203,95,,,No,,242,Cash,36,4.9,3.4,Sunday,July
2024-07-16,02:08:00,CNR3649646593,Success,CID101071,"Prime Plus","HSR Layout","RT Nagar",203,85,,,No,,181,Cash,27,3.9,3.6,Tuesday,July
2024-07-06,10:18:00,CNR1630920247,Success,CID894377,"Prime Sedan","JP Nagar",Vijayanagar,91,25,,,No,,365,"Credit Card",21,3.9,3.7,Saturday,July
2024-07-09,01:11:00,CNR2901839383,Success,CID949560,"Prime SUV","Hosur Road","JP Nagar",182,90,,,No,,272,Cash,41,3.8,3.5,Tuesday,July
2024-07-10,12:33:00,CNR9124744230,Success,CID661456,"Prime Sedan",Kammanahalli,"Bannerghatta Road",224,30,,,Yes,"Other Issue",1998,Cash,47,4.6,3,Wednesday,July
2024-07-22,12:21:00,CNR3240740168,Success,CID468675,Mini,"Bannerghatta Road",Vijayanagar,168,100,,,No,,155,"Credit Card",32,3.6,4.3,Monday,July
2024-07-26,09:27:00,CNR1389536342,Success,CID924017,"Prime Sedan",Padmanabhanagar,Kengeri,168,25,,,No,,368,Cash,1,4.6,4.2,Friday,July
2024-07-12,18:17:00,CNR8748445701,Success,CID808076,"Prime Sedan",Majestic,Yelahanka,196,120,,,No,,304,Cash,28,3.2,4,Friday,July
2024-07-27,05:57:00,CNR1492792150,Success,CID395522,"Prime SUV","Cox Town",Indiranagar,161,45,,,No,,170,UPI,19,4.8,3.8,Saturday,July
2024-07-05,21:01:00,CNR8826279753,Success,CID504886,"Prime SUV",Ulsoor,Kadugodi,168,95,,,No,,395,Cash,38,4,4.5,Friday,July
2024-07-29,02:28:00,CNR2086128905,Success,CID232074,"Prime Sedan",Hulimavu,"MG Road",56,30,,,No,,638,Cash,28,3.8,4,Monday,July
2024-07-17,16:52:00,CNR7349150170,Success,CID567080,Bike,Koramangala,Hebbal,154,35,,,No,,366,Cash,28,4.8,4.5,Wednesday,July
2024-07-20,18:28:00,CNR4474826747,Success,CID756181,"Prime Plus","Cox Town",Majestic,56,50,,,No,,319,Cash,25,3.5,5,Saturday,July
2024-07-29,14:12:00,CNR5127953824,Success,CID198177,eBike,"Mysore Road",Varthur,231,100,,,No,,426,Cash,36,4.9,3.8,Monday,July
2024-07-16,23:06:00,CNR7172691544,Success,CID942422,"Prime Plus","MG Road","Magadi Road",91,30,,,No,,114,Cash,38,4.5,3.2,Tuesday,July
2024-07-20,07:46:00,CNR6518489322,Success,CID856367,Bike,"Sahakar Nagar",Rajajinagar,126,125,,,No,,524,Cash,14,3.9,3.2,Saturday,July
2024-07-19,04:02:00,CNR9353595788,Success,CID571260,eBike,"Electronic City","BTM Layout",182,115,,,No,,470,Cash,33,3.5,3.2,Friday,July
2024-07-17,17:47:00,CNR4078816624,Success,CID683328,Bike,Banashankari,Bellandur,63,115,,,No,,334,Cash,48,4.7,3.5,Wednesday,July
2024-07-04,00:05:00,CNR1174362303,Success,CID200264,Auto,Chickpet,"Bannerghatta Road",196,45,,,No,,323,UPI,19,4.1,4.4,Thursday,July
2024-07-30,14:04:00,CNR2069221101,Success,CID837610,eBike,Chamarajpet,"Tumkur Road",196,25,,,No,,136,Cash,18,3.7,4.1,Tuesday,July
2024-07-26,07:56:00,CNR7201028725,Success,CID512276,"Prime Plus","Mysore Road",Ulsoor,210,125,,,No,,370,Cash,16,4.1,4.1,Friday,July
2024-07-13,04:54:00,CNR1818059080,Success,CID210118,Bike,"Langford Town",Varthur,238,45,,,Yes,"Vehicle Breakdown",2555,Cash,12,3.7,3.9,Saturday,July
2024-07-29,03:19:00,CNR4645828493,Success,CID319133,Mini,Kengeri,"Bannerghatta Road",224,70,,,No,,485,UPI,48,3.6,4.2,Monday,July
2024-07-06,16:44:00,CNR6211946022,Success,CID425977,Auto,"Bannerghatta Road","Bannerghatta Road",231,30,,,No,,358,Cash,15,4.8,4.9,Saturday,July
2024-07-19,13:49:00,CNR3870094743,Success,CID174061,Mini,"Richmond Town",Shantinagar,287,75,,,No,,829,Cash,38,4.7,3.2,Friday,July
2024-07-23,05:22:00,CNR5406925596,Success,CID658163,Mini,"Rajarajeshwari Nagar",Hulimavu,161,145,,,No,,127,UPI,45,4.8,3.9,Tuesday,July
2024-07-24,18:52:00,CNR2644259418,Success,CID328185,Auto,Chamarajpet,"Ramamurthy Nagar",308,50,,,No,,355,Cash,7,3.7,5,Wednesday,July
2024-07-16,21:37:00,CNR4441513188,Success,CID602182,"Prime Plus",Banashankari,"Sahakar Nagar",287,70,,,No,,346,Cash,28,4.3,4.5,Tuesday,July
2024-07-10,22:37:00,CNR8923851644,Success,CID701492,Bike,Majestic,"JP Nagar",140,90,,,No,,757,Cash,41,3.8,4.8,Wednesday,July
2024-07-30,22:28:00,CNR8456002202,Success,CID274467,"Prime Sedan","Ramamurthy Nagar",Malleshwaram,238,80,,,No,,943,UPI,28,3.6,3.6,Tuesday,July
2024-07-05,04:23:00,CNR7747835388,Success,CID548699,eBike,"JP Nagar","Tumkur Road",168,105,,,No,,350,Cash,14,3,3,Friday,July
2024-07-05,00:52:00,CNR2764805230,Success,CID202024,Mini,"MG Road",Marathahalli,203,90,,,No,,795,Cash,43,4.4,3.2,Friday,July
2024-07-15,04:11:00,CNR9008607143,Success,CID500258,"Prime Sedan",Marathahalli,"BTM Layout",168,75,,,Yes,"Vehicle Breakdown",493,UPI,13,3.5,4.2,Monday,July
2024-07-29,01:24:00,CNR3965162572,Success,CID898864,"Prime Plus",Kadugodi,Hebbal,238,85,,,No,,399,Cash,15,3.6,4.9,Monday,July
2024-07-24,11:47:00,CNR1195437468,Success,CID492977,"Prime Sedan",Peenya,Chickpet,49,65,,,No,,470,Cash,4,3.1,3.7,Wednesday,July
2024-07-25,16:08:00,CNR1618786111,Success,CID938521,Mini,"Bannerghatta Road",Chickpet,42,85,,,No,,264,UPI,17,4.9,3.2,Thursday,July
2024-07-11,16:21:00,CNR9733081318,Success,CID276807,Mini,"Hosur Road",Hennur,168,70,,,No,,480,UPI,5,3.7,3.5,Thursday,July
2024-07-26,07:55:00,CNR2208798145,Success,CID486567,Bike,Banashankari,"KR Puram",294,110,,,No,,160,UPI,12,4,3.3,Friday,July
2024-07-26,22:09:00,CNR5865069714,Success,CID914513,"Prime Plus",Shantinagar,Jayanagar,301,75,,,No,,196,Cash,3,4.5,4.7,Friday,July
2024-07-22,22:14:00,CNR2907275935,Success,CID201733,Auto,"Bannerghatta Road","MG Road",35,145,,,No,,168,UPI,5,4.3,4.6,Monday,July
2024-07-20,18:21:00,CNR9080990197,Success,CID401901,Bike,"BTM Layout",Chickpet,224,40,,,No,,260,UPI,22,3.7,4.5,Saturday,July
2024-07-20,03:15:00,CNR2647697175,Success,CID820279,"Prime Sedan","Ramamurthy Nagar","KR Puram",294,85,,,No,,292,UPI,16,4,4.2,Saturday,July
2024-07-05,08:37:00,CNR4077028386,Success,CID739167,Bike,"Rajarajeshwari Nagar",Rajajinagar,217,40,,,No,,705,Cash,11,3.1,3.1,Friday,July
2024-07-27,00:23:00,CNR9777135801,Success,CID418159,"Prime Sedan",Rajajinagar,Hulimavu,224,125,,,No,,800,UPI,16,4.7,4.5,Saturday,July
2024-07-23,23:43:00,CNR7566506821,Success,CID590607,"Prime Sedan","Hosur Road","Sahakar Nagar",210,145,,,No,,279,UPI,6,3.2,4.4,Tuesday,July
2024-07-07,05:35:00,CNR8013242084,Success,CID346495,Mini,Kadugodi,"HSR Layout",224,125,,,No,,354,Cash,12,3.1,4.8,Sunday,July
2024-07-29,09:26:00,CNR1267339523,Success,CID872205,"Prime Plus",Rajajinagar,"Sarjapur Road",301,35,,,Yes,"Vehicle Breakdown",983,Cash,42,4.8,4.8,Monday,July
2024-07-02,15:50:00,CNR9818076516,Success,CID646530,Auto,"Sahakar Nagar",Peenya,98,50,,,No,,424,UPI,9,3.2,3.1,Tuesday,July
2024-07-18,02:23:00,CNR3563594675,Success,CID349716,eBike,"Richmond Town",Shivajinagar,126,60,,,No,,108,Cash,28,3.1,4.4,Thursday,July
2024-07-17,08:06:00,CNR2012915822,Success,CID312778,Auto,Malleshwaram,"Frazer Town",294,30,,,No,,131,Cash,2,3.5,3.6,Wednesday,July
2024-07-26,12:43:00,CNR3368485926,Success,CID320459,Bike,Indiranagar,Malleshwaram,238,90,,,No,,278,Cash,31,3.1,3.5,Friday,July
2024-07-07,00:13:00,CNR3245768462,Success,CID162775,"Prime Sedan",Varthur,Chamarajpet,308,90,,,No,,493,UPI,34,3.5,3.5,Sunday,July
2024-07-03,00:52:00,CNR4686642426,Success,CID159124,Mini,Marathahalli,Malleshwaram,182,105,,,No,,176,Cash,29,4.1,4.4,Wednesday,July
2024-07-21,19:28:00,CNR4337326397,Success,CID810692,Mini,Hennur,Basavanagudi,252,75,,,Yes,"Customer Demand",456,UPI,42,3.5,3.2,Sunday,July
2024-07-29,14:14:00,CNR8064686294,Success,CID251826,Auto,Shantinagar,"Richmond Town",49,25,,,No,,184,UPI,5,3.7,3.6,Monday,July
2024-07-30,19:58:00,CNR6987336859,Success,CID137123,"Prime Sedan",Kadugodi,Indiranagar,245,105,,,No,,787,UPI,35,4.7,3.5,Tuesday,July
2024-07-30,07:48:00,CNR1219131188,Success,CID222917,Bike,"Richmond Town",Shivajinagar,217,95,,,No,,230,Cash,46,3.8,4.7,Tuesday,July
2024-07-09,18:17:00,CNR4605642207,Success,CID302673,Mini,"Magadi Road","Sahakar Nagar",119,50,,,No,,113,UPI,30,4.3,3.3,Tuesday,July
2024-07-10,11:43:00,CNR1471066728,Success,CID853695,"Prime SUV","Rajarajeshwari Nagar",Indiranagar,308,35,,,No,,458,Cash,44,4.3,4.5,Wednesday,July
2024-07-06,21:08:00,CNR6030882729,Success,CID258047,eBike,Whitefield,Jayanagar,168,140,,,No,,431,Cash,30,4,3.1,Saturday,July
2024-07-16,04:56:00,CNR2092947540,Success,CID983278,"Prime Plus","Rajarajeshwari Nagar",Nagarbhavi,217,55,,,No,,293,UPI,31,5,4.8,Tuesday,July
2024-07-20,00:30:00,CNR4519646625,Success,CID138666,Auto,Malleshwaram,Hebbal,70,30,,,No,,606,Cash,10,4.4,4.7,Saturday,July
2024-07-17,06:24:00,CNR9636762039,Success,CID580918,eBike,"Bannerghatta Road","Bannerghatta Road",168,85,,,No,,1444,UPI,26,4.2,3.7,Wednesday,July
2024-07-11,03:28:00,CNR5687735950,Success,CID786160,Mini,Hebbal,"Ramamurthy Nagar",49,125,,,No,,672,Cash,29,4,4.6,Thursday,July
2024-07-05,10:18:00,CNR7868372598,Success,CID413696,Mini,Yelahanka,"HSR Layout",56,50,,,No,,390,Cash,22,3.9,3.9,Friday,July
2024-07-05,00:04:00,CNR2197389236,Success,CID312495,Bike,"Langford Town",Peenya,91,95,,,No,,327,Cash,10,3.1,3.7,Friday,July
2024-07-10,07:22:00,CNR4634973713,Success,CID823207,"Prime Sedan",Varthur,Yelahanka,294,40,,,No,,897,Cash,17,4.1,3.9,Wednesday,July
2024-07-29,04:48:00,CNR6728393955,Success,CID460627,"Prime Plus",Hebbal,Kengeri,154,130,,,No,,352,Cash,46,3.3,3.3,Monday,July
2024-07-15,16:54:00,CNR1948835944,Success,CID490822,Auto,Kengeri,Hebbal,42,75,,,No,,975,Cash,5,3.9,4.3,Monday,July
2024-07-10,00:17:00,CNR6766554532,Success,CID185245,eBike,"Sarjapur Road","Mysore Road",245,45,,,Yes,"Vehicle Breakdown",263,"Credit Card",1,3.6,4.4,Wednesday,July
2024-07-17,13:14:00,CNR3637310732,Success,CID801667,Bike,"MG Road","Rajarajeshwari Nagar",210,95,,,No,,446,Cash,19,3.2,3.6,Wednesday,July
2024-07-25,00:05:00,CNR5965178610,Success,CID867337,"Prime Plus",Peenya,"Langford Town",224,45,,,No,,109,Cash,7,4.1,3.4,Thursday,July
2024-07-16,08:35:00,CNR2496658543,Success,CID345629,Auto,"Ramamurthy Nagar","Richmond Town",259,115,,,No,,273,Cash,7,4.8,3.9,Tuesday,July
2024-07-10,05:15:00,CNR5068815558,Success,CID404550,"Prime Plus","Cox Town",Shivajinagar,287,85,,,No,,579,Cash,25,4.2,4.6,Wednesday,July
2024-07-21,07:38:00,CNR7716463031,Success,CID286193,Auto,Banashankari,Chickpet,49,85,,,No,,444,UPI,5,4,3.6,Sunday,July
2024-07-15,13:19:00,CNR3792783262,Success,CID237057,eBike,Yeshwanthpur,Padmanabhanagar,175,50,,,No,,470,Cash,37,4.5,3.8,Monday,July
2024-07-15,15:21:00,CNR7848450076,Success,CID481164,Bike,Yeshwanthpur,Chickpet,70,145,,,No,,148,Cash,44,4.3,4.7,Monday,July
2024-07-07,01:24:00,CNR7983956171,Success,CID842967,Bike,Padmanabhanagar,Basavanagudi,189,55,,,No,,721,UPI,38,5,4.1,Sunday,July
2024-07-15,12:42:00,CNR7225255185,Success,CID616073,eBike,"Hosur Road",Rajajinagar,126,130,,,No,,380,Cash,46,3.9,3.2,Monday,July
2024-07-02,07:47:00,CNR5622165826,Success,CID559451,eBike,Nagarbhavi,Hennur,77,120,,,No,,117,UPI,9,3.8,3.8,Tuesday,July
2024-07-30,16:48:00,CNR7490148520,Success,CID412090,"Prime Sedan",Chamarajpet,Koramangala,245,65,,,Yes,"Vehicle Breakdown",226,Cash,8,3.5,4.5,Tuesday,July
2024-07-30,22:17:00,CNR6554937296,Success,CID242660,"Prime Plus","Mysore Road","JP Nagar",238,70,,,No,,675,UPI,32,3.4,3.1,Tuesday,July
2024-07-28,19:41:00,CNR8721653727,Success,CID585100,Auto,Banashankari,Jayanagar,126,95,,,No,,218,UPI,4,4.2,3.3,Sunday,July
2024-07-16,17:08:00,CNR3961136510,Success,CID349718,Mini,"Tumkur Road",Chickpet,126,60,,,No,,845,Cash,3,4,3.8,Tuesday,July
2024-07-30,19:10:00,CNR3137013130,Success,CID112940,"Prime Plus",Nagarbhavi,"Hosur Road",238,85,,,No,,408,Cash,47,3.1,3,Tuesday,July
2024-07-29,17:44:00,CNR3181742739,Success,CID554356,Mini,"Sahakar Nagar",Kadugodi,154,135,,,No,,278,UPI,13,4.5,3.5,Monday,July
2024-07-07,12:40:00,CNR3552204666,Success,CID622844,Auto,Marathahalli,Ulsoor,259,30,,,No,,271,Cash,18,4.4,4.6,Sunday,July
2024-07-30,16:21:00,CNR9456142417,Success,CID717094,Bike,"KR Puram",Chickpet,273,55,,,No,,251,UPI,37,3.6,4.6,Tuesday,July
2024-07-01,10:51:00,CNR8209840791,Success,CID230256,"Prime Sedan","RT Nagar",Nagarbhavi,119,30,,,No,,174,Cash,42,5,5,Monday,July
2024-07-09,10:08:00,CNR5002363377,Success,CID495901,Auto,"RT Nagar","Rajarajeshwari Nagar",238,75,,,No,,795,Cash,5,3.2,4.5,Tuesday,July
2024-07-07,11:52:00,CNR9450774628,Success,CID234548,eBike,Nagarbhavi,"Sahakar Nagar",266,115,,,Yes,"Other Issue",275,Cash,23,3.7,3.5,Sunday,July
2024-07-12,09:31:00,CNR4453469850,Success,CID692942,Mini,Marathahalli,"Frazer Town",98,120,,,No,,347,Cash,12,3.9,3.6,Friday,July
2024-07-03,10:38:00,CNR5718925360,Success,CID659061,eBike,"Magadi Road",Hebbal,168,55,,,No,,1289,Cash,5,3.6,3.3,Wednesday,July
2024-07-16,07:17:00,CNR3413338220,Success,CID952184,Auto,Hebbal,"MG Road",238,100,,,Yes,"Vehicle Breakdown",293,UPI,2,4.6,3.6,Tuesday,July
2024-07-15,20:40:00,CNR1193762567,Success,CID746310,"Prime Sedan","Sahakar Nagar","Cox Town",266,55,,,No,,737,Cash,2,3.8,3.5,Monday,July
2024-07-27,00:57:00,CNR3410353272,Success,CID487092,eBike,Shantinagar,Varthur,161,140,,,No,,1312,Cash,11,4,4.4,Saturday,July
2024-07-25,18:22:00,CNR3509609930,Success,CID802135,Bike,"Tumkur Road",Kengeri,294,125,,,Yes,"Vehicle Breakdown",161,UPI,31,4.3,4.7,Thursday,July
2024-07-15,08:26:00,CNR5239569099,Success,CID509347,Auto,"MG Road","Ramamurthy Nagar",56,90,,,No,,347,UPI,10,5,4.6,Monday,July
2024-07-29,01:05:00,CNR6128846019,Success,CID260569,"Prime Plus",Vijayanagar,Banashankari,287,100,,,No,,477,Cash,20,3.4,3.9,Monday,July
2024-07-23,02:37:00,CNR6942861313,Success,CID801782,eBike,"Mysore Road",Majestic,140,105,,,No,,455,UPI,45,3,4.9,Tuesday,July
2024-07-16,22:30:00,CNR1667320957,Success,CID551562,"Prime SUV",Yelahanka,Basavanagudi,154,55,,,No,,678,Cash,2,4.1,4.9,Tuesday,July
2024-07-27,05:20:00,CNR4230513322,Success,CID749222,eBike,"Bannerghatta Road",Chickpet,133,130,,,No,,796,UPI,28,4.8,4.7,Saturday,July
2024-07-24,01:45:00,CNR4837938688,Success,CID404083,"Prime SUV",Yeshwanthpur,Devanahalli,217,40,,,No,,480,Cash,40,4.9,3.9,Wednesday,July
2024-07-20,14:13:00,CNR6893762807,Success,CID113768,Auto,"Frazer Town","Sarjapur Road",231,65,,,No,,464,Cash,12,4,3.7,Saturday,July
2024-07-07,19:03:00,CNR4952574240,Success,CID805978,"Prime Sedan",Hennur,"JP Nagar",252,145,,,No,,421,UPI,15,3.3,4,Sunday,July
2024-07-07,04:31:00,CNR1692821248,Success,CID712401,"Prime Sedan",Hulimavu,Vijayanagar,175,50,,,No,,111,Cash,5,3.6,4.2,Sunday,July
2024-07-27,03:52:00,CNR5443347556,Success,CID754965,"Prime SUV","Tumkur Road",Devanahalli,49,115,,,No,,457,Cash,20,4.1,3.1,Saturday,July
2024-07-19,04:18:00,CNR6221092019,Success,CID897203,Bike,"MG Road",Chickpet,182,35,,,No,,366,Cash,27,3.4,4.3,Friday,July
2024-07-16,00:15:00,CNR9949878193,Success,CID471277,Mini,"JP Nagar",Peenya,224,25,,,No,,525,Cash,38,3,3.1,Tuesday,July
2024-07-29,08:20:00,CNR4165313597,Success,CID723501,eBike,"JP Nagar","BTM Layout",147,135,,,No,,393,Cash,43,3.2,4.1,Monday,July
2024-07-20,21:59:00,CNR7448917805,Success,CID493561,Bike,Padmanabhanagar,Malleshwaram,203,45,,,No,,510,UPI,21,4.8,4.5,Saturday,July
2024-07-25,23:15:00,CNR1111945197,Success,CID313344,"Prime Plus",Jayanagar,"KR Puram",133,90,,,No,,292,Cash,2,4.7,3.1,Thursday,July
2024-07-18,09:09:00,CNR7632073533,Success,CID230579,eBike,"JP Nagar",Marathahalli,210,35,,,No,,2700,UPI,24,5,3.8,Thursday,July
2024-07-21,13:46:00,CNR2772916184,Success,CID775761,Mini,Rajajinagar,"HSR Layout",98,95,,,No,,2676,UPI,24,4.1,3.7,Sunday,July
2024-07-07,10:11:00,CNR8314085166,Success,CID171990,"Prime Sedan",Yelahanka,"KR Puram",49,75,,,No,,487,"Debit Card",27,4.5,3.3,Sunday,July
2024-07-28,05:26:00,CNR6542394608,Success,CID688712,"Prime Plus",Vijayanagar,"Tumkur Road",168,80,,,No,,2333,Cash,11,4.9,4.9,Sunday,July
2024-07-03,15:14:00,CNR5564628935,Success,CID258657,"Prime Plus",Padmanabhanagar,"Sarjapur Road",308,130,,,No,,206,Cash,46,4.4,3.9,Wednesday,July
2024-07-25,23:01:00,CNR6941331954,Success,CID914965,Mini,Yeshwanthpur,Banashankari,224,135,,,No,,1095,UPI,6,4.3,3.6,Thursday,July
2024-07-18,13:43:00,CNR5905494387,Success,CID726227,"Prime SUV","Richmond Town","Sahakar Nagar",119,130,,,No,,102,Cash,5,3.8,4.2,Thursday,July
2024-07-18,10:55:00,CNR7669721323,Success,CID487826,"Prime SUV",Koramangala,"RT Nagar",308,80,,,No,,279,Cash,11,4.2,3.9,Thursday,July
2024-07-10,11:15:00,CNR3827770347,Success,CID290779,"Prime SUV","Magadi Road","Magadi Road",273,40,,,No,,206,UPI,24,3.7,3.9,Wednesday,July
2024-07-13,04:43:00,CNR6762748288,Success,CID896215,Auto,Kammanahalli,"Langford Town",77,80,,,No,,291,Cash,18,3.9,4.2,Saturday,July
2024-07-07,12:57:00,CNR2013134078,Success,CID634627,eBike,Whitefield,"Mysore Road",84,95,,,No,,719,UPI,12,3.3,4.2,Sunday,July
2024-07-07,05:45:00,CNR6984212692,Success,CID583445,"Prime SUV","Magadi Road",Devanahalli,126,60,,,Yes,"Other Issue",832,Cash,33,3.6,3.9,Sunday,July
2024-07-08,22:56:00,CNR8645315518,Success,CID572038,Mini,"Sahakar Nagar","Sarjapur Road",189,60,,,No,,189,Cash,1,4.6,3.4,Monday,July
2024-07-06,04:51:00,CNR7959921666,Success,CID450329,eBike,Shivajinagar,Peenya,189,95,,,No,,345,UPI,33,3.4,4.4,Saturday,July
2024-07-14,15:15:00,CNR2910128343,Success,CID279381,"Prime Plus",Indiranagar,Banashankari,217,35,,,No,,243,Cash,46,4.8,3.8,Sunday,July
2024-07-23,08:02:00,CNR5101524271,Success,CID875742,Bike,Hebbal,Kengeri,42,65,,,No,,216,Cash,27,3.9,4.6,Tuesday,July
2024-07-21,00:03:00,CNR5523424793,Success,CID894626,Bike,Yeshwanthpur,"Rajarajeshwari Nagar",175,65,,,No,,404,UPI,22,4.3,3,Sunday,July
2024-07-19,20:30:00,CNR9462743126,Success,CID764005,"Prime SUV",Majestic,"Bannerghatta Road",91,30,,,No,,433,Cash,36,3.6,3.7,Friday,July
2024-07-02,19:53:00,CNR9541265046,Success,CID967698,eBike,"Hosur Road","Bannerghatta Road",196,25,,,No,,545,UPI,6,4.7,5,Tuesday,July
2024-07-09,11:18:00,CNR8433870337,Success,CID332523,"Prime Plus",Chickpet,"Electronic City",35,140,,,No,,217,Cash,35,3.1,3.7,Tuesday,July
