Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Day,Month
2024-07-25,04:03:00,CNR7465760410,Success,CID620164,"Prime Plus",Majestic,Kammanahalli,294,115,,,No,,208,UPI,3,4.8,3.5,Thursday,July
2024-07-24,07:32:00,CNR8612790303,Success,CID302153,"Prime Sedan",Hennur,Peenya,168,95,,,No,,352,UPI,34,3.4,3.8,Wednesday,July
2024-07-10,17:22:00,CNR9642351676,Success,CID394316,"Prime SUV",Kengeri,Kadugodi,140,45,,,No,,154,UPI,26,3.2,3.2,Wednesday,July
2024-07-29,22:31:00,CNR8218843462,Success,CID295340,"Prime SUV","Mysore Road","Magadi Road",238,130,,,No,,270,UPI,2,3.1,5,Monday,July
2024-07-08,01:17:00,CNR8560067231,Success,CID189821,Mini,Indiranagar,Padmanabhanagar,175,85,,,No,,136,UPI,4,3.4,4.6,Monday,July
2024-07-30,07:38:00,CNR9002353572,Success,CID190147,"Prime Plus",Padmanabhanagar,"Bannerghatta Road",224,90,,,No,,358,UPI,27,3.2,3.9,Tuesday,July
2024-07-21,08:00:00,CNR5466019995,Success,CID348463,"Prime Sedan",Jayanagar,Majestic,154,70,,,No,,200,UPI,15,5,3.7,Sunday,July
2024-07-07,21:40:00,CNR5079389259,Success,CID374443,Mini,Chickpet,Kadugodi,266,25,,,No,,2354,UPI,29,3.7,4.3,Sunday,July
2024-07-27,06:59:00,CNR8975406874,Success,CID330103,Auto,Chamarajpet,Kengeri,189,60,,,No,,253,UPI,18,3.9,3,Saturday,July
2024-07-24,20:02:00,CNR1757891106,Success,CID657937,Mini,Shantinagar,Whitefield,280,115,,,No,,2752,UPI,42,4.3,3.7,Wednesday,July
2024-07-24,09:14:00,CNR8167010307,Success,CID947264,"Prime Sedan",Shivajinagar,Chickpet,91,115,,,No,,110,UPI,11,4.3,3.5,Wednesday,July
2024-07-29,04:40:00,CNR1305271807,Success,CID946289,"Prime SUV",Peenya,Padmanabhanagar,140,80,,,No,,100,UPI,27,4.5,4.4,Monday,July
2024-07-26,14:00:00,CNR1225919287,Success,CID186612,Mini,Malleshwaram,Hennur,259,25,,,Yes,"Other Issue",131,UPI,39,3.1,4.8,Friday,July
2024-07-12,20:29:00,CNR8528188513,Success,CID968015,Bike,Shivajinagar,Malleshwaram,105,60,,,No,,185,UPI,33,3.6,4.8,Friday,July
2024-07-05,02:46:00,CNR9688873242,Success,CID795403,"Prime Sedan","Langford Town",Rajajinagar,287,50,,,Yes,"Customer Demand",771,UPI,5,4.6,3.1,Friday,July
2024-07-22,07:50:00,CNR5569897822,Success,CID959956,eBike,Padmanabhanagar,"Mysore Road",294,145,,,No,,977,UPI,3,3.2,4.9,Monday,July
2024-07-22,19:12:00,CNR4298399705,Success,CID653280,eBike,"Langford Town",Kengeri,42,80,,,No,,280,UPI,11,3.8,4.3,Monday,July
2024-07-20,17:25:00,CNR9422497910,Success,CID952067,"Prime Sedan","Sarjapur Road","Bannerghatta Road",196,60,,,No,,143,UPI,7,3.9,4.9,Saturday,July
2024-07-02,18:09:00,CNR8412139932,Success,CID327427,"Prime Sedan",Majestic,Vijayanagar,175,80,,,No,,968,UPI,36,3.2,3.6,Tuesday,July
2024-07-23,18:20:00,CNR3878363157,Success,CID997066,"Prime SUV",Kengeri,Shivajinagar,175,95,,,No,,297,UPI,24,3.9,4.3,Tuesday,July
2024-07-07,11:42:00,CNR7746251163,Success,CID201777,Mini,Shantinagar,Koramangala,280,35,,,No,,137,UPI,18,4.9,4.5,Sunday,July
2024-07-24,11:03:00,CNR9906242936,Success,CID840522,"Prime SUV","Hosur Road",Basavanagudi,217,65,,,No,,278,UPI,25,4.9,4.7,Wednesday,July
2024-07-28,18:11:00,CNR3887243107,Success,CID480342,eBike,"RT Nagar",Marathahalli,245,100,,,No,,427,UPI,7,4.8,4.1,Sunday,July
2024-07-20,11:05:00,CNR9822495070,Success,CID945030,"Prime SUV",Ulsoor,Banashankari,119,85,,,Yes,"Vehicle Breakdown",412,UPI,30,4.9,4.8,Saturday,July
2024-07-09,22:20:00,CNR5231742430,Success,CID561852,Bike,Padmanabhanagar,Varthur,119,105,,,No,,456,UPI,28,4.2,4.2,Tuesday,July
2024-07-15,16:10:00,CNR6015186029,Success,CID843931,Mini,"BTM Layout","BTM Layout",189,130,,,No,,137,UPI,40,3.7,4.5,Monday,July
2024-07-12,08:45:00,CNR7778892165,Success,CID995948,Bike,Malleshwaram,Indiranagar,126,100,,,No,,200,UPI,11,5,4.1,Friday,July
2024-07-25,12:37:00,CNR8401095527,Success,CID293193,"Prime Sedan",Peenya,"Electronic City",98,40,,,No,,226,UPI,47,3.2,3.8,Thursday,July
2024-07-05,04:26:00,CNR8044233504,Success,CID274217,"Prime SUV",Bellandur,Kengeri,294,70,,,No,,162,UPI,4,4.2,4.9,Friday,July
2024-07-08,05:51:00,CNR4807787316,Success,CID574988,eBike,Yelahanka,"KR Puram",126,130,,,No,,211,UPI,12,4.2,4,Monday,July
2024-07-02,09:52:00,CNR7853857833,Success,CID425823,Mini,"Mysore Road","Richmond Town",168,50,,,No,,257,UPI,47,3.3,3.8,Tuesday,July
2024-07-13,15:06:00,CNR4115652732,Success,CID254961,Auto,Kadugodi,Marathahalli,133,80,,,Yes,"Vehicle Breakdown",236,UPI,14,4.3,4.9,Saturday,July
2024-07-09,03:16:00,CNR2638876488,Success,CID983094,"Prime SUV",Malleshwaram,Kadugodi,280,60,,,No,,263,UPI,20,4.5,3.3,Tuesday,July
2024-07-15,08:40:00,CNR8846931289,Success,CID801351,eBike,Whitefield,"RT Nagar",35,145,,,No,,898,UPI,49,3.6,5,Monday,July
2024-07-09,21:10:00,CNR5562922611,Success,CID151736,Auto,"Langford Town",Padmanabhanagar,161,25,,,No,,1960,UPI,7,3.8,5,Tuesday,July
2024-07-01,15:30:00,CNR6632811203,Success,CID745209,"Prime Plus",Peenya,Devanahalli,98,115,,,No,,207,UPI,45,4,3.2,Monday,July
2024-07-20,18:58:00,CNR2556058559,Success,CID918776,"Prime Plus",Indiranagar,"JP Nagar",56,35,,,No,,274,UPI,29,4.2,4.6,Saturday,July
2024-07-29,20:32:00,CNR6958570718,Success,CID161077,Auto,Banashankari,Padmanabhanagar,224,105,,,No,,122,UPI,2,4.7,3.6,Monday,July
2024-07-10,03:58:00,CNR7124194848,Success,CID251407,"Prime Sedan","Mysore Road",Shantinagar,224,145,,,No,,378,UPI,8,4.1,3.8,Wednesday,July
2024-07-29,08:35:00,CNR4731042042,Success,CID620411,"Prime SUV",Jayanagar,"MG Road",35,45,,,No,,256,UPI,33,3.4,3.3,Monday,July
2024-07-07,16:02:00,CNR2510841958,Success,CID267197,Mini,Chamarajpet,Hennur,308,55,,,No,,134,UPI,16,3.5,3.7,Sunday,July
2024-07-27,02:25:00,CNR9874391527,Success,CID588779,"Prime Plus","HSR Layout",Nagarbhavi,91,125,,,No,,171,UPI,17,3.5,4.5,Saturday,July
2024-07-26,10:54:00,CNR8680006638,Success,CID565488,Mini,"Bannerghatta Road",Shantinagar,280,40,,,No,,151,UPI,5,3.8,4.2,Friday,July
2024-07-15,22:56:00,CNR4640843300,Success,CID159034,Auto,Kammanahalli,Kengeri,210,80,,,No,,196,UPI,1,4,3.8,Monday,July
2024-07-13,03:47:00,CNR7994852936,Success,CID561638,"Prime Plus","Sarjapur Road","Rajarajeshwari Nagar",245,55,,,No,,239,UPI,10,3.5,3.9,Saturday,July
2024-07-02,09:08:00,CNR2294830397,Success,CID503762,Mini,"MG Road",Jayanagar,301,105,,,No,,1113,UPI,37,3.7,3.6,Tuesday,July
2024-07-18,13:43:00,CNR6962674730,Success,CID428189,eBike,"KR Puram",Kengeri,301,75,,,No,,367,UPI,9,3.4,3.7,Thursday,July
2024-07-07,11:31:00,CNR1241153496,Success,CID696951,Bike,Hennur,"Hosur Road",189,90,,,No,,418,UPI,42,4.1,4.3,Sunday,July
2024-07-25,04:41:00,CNR3881856904,Success,CID402275,eBike,Bellandur,Indiranagar,105,145,,,No,,564,UPI,15,3.1,4.6,Thursday,July
2024-07-15,02:18:00,CNR7170435875,Success,CID588823,Mini,"Bannerghatta Road",Vijayanagar,70,50,,,No,,264,UPI,19,4.8,3.3,Monday,July
2024-07-01,13:30:00,CNR5935491607,Success,CID305813,Auto,Yeshwanthpur,"Sarjapur Road",49,145,,,No,,767,UPI,4,4.7,4.5,Monday,July
2024-07-11,05:10:00,CNR5625334959,Success,CID707875,eBike,Nagarbhavi,Majestic,91,70,,,Yes,"Vehicle Breakdown",843,UPI,39,4.2,4.3,Thursday,July
2024-07-28,13:33:00,CNR7533976288,Success,CID546742,Bike,"KR Puram",Shantinagar,56,110,,,Yes,"Vehicle Breakdown",294,UPI,46,4.1,3.2,Sunday,July
2024-07-03,19:38:00,CNR8548418387,Success,CID859938,eBike,Hennur,"Magadi Road",231,125,,,No,,968,UPI,39,4.1,4.9,Wednesday,July
2024-07-22,06:08:00,CNR2121139175,Success,CID743649,"Prime SUV",Chickpet,"Langford Town",196,25,,,No,,182,UPI,21,3.4,3.8,Monday,July
2024-07-12,20:11:00,CNR7249454064,Success,CID235370,Mini,Chamarajpet,Padmanabhanagar,42,70,,,No,,223,UPI,39,4.7,3,Friday,July
2024-07-11,01:39:00,CNR7642555827,Success,CID351515,eBike,Peenya,"Langford Town",42,65,,,No,,442,UPI,21,3.6,4.5,Thursday,July
2024-07-15,03:50:00,CNR7099723649,Success,CID402097,"Prime Plus","Sarjapur Road",Banashankari,112,40,,,No,,241,UPI,13,5,3.7,Monday,July
2024-07-06,08:53:00,CNR5853071058,Success,CID748200,"Prime Sedan","Hosur Road",Padmanabhanagar,273,85,,,No,,2771,UPI,36,3.3,4.9,Saturday,July
2024-07-27,17:21:00,CNR3807567773,Success,CID787599,eBike,"KR Puram",Nagarbhavi,126,135,,,No,,327,UPI,39,4.7,3.7,Saturday,July
2024-07-10,18:50:00,CNR1033929354,Success,CID731890,Auto,Basavanagudi,Whitefield,231,30,,,No,,187,UPI,5,4.2,4.1,Wednesday,July
2024-07-23,01:59:00,CNR9987156465,Success,CID551102,"Prime SUV",Kammanahalli,Malleshwaram,112,55,,,No,,881,UPI,22,4.2,3.5,Tuesday,July
2024-07-24,17:10:00,CNR9592069812,Success,CID812836,"Prime Plus",Varthur,Kengeri,161,140,,,No,,497,UPI,3,4.9,4.7,Wednesday,July
2024-07-27,00:24:00,CNR1163011960,Success,CID401429,Mini,Devanahalli,Padmanabhanagar,98,70,,,No,,440,UPI,38,3.9,3.3,Saturday,July
2024-07-03,09:22:00,CNR9260564057,Success,CID964048,Auto,Varthur,Chamarajpet,91,45,,,No,,290,UPI,18,4.6,4.5,Wednesday,July
2024-07-11,17:58:00,CNR8537530896,Success,CID350119,Bike,"BTM Layout",Rajajinagar,119,75,,,No,,486,UPI,28,3.4,4,Thursday,July
2024-07-17,00:16:00,CNR7433465424,Success,CID668820,eBike,Banashankari,Hebbal,203,30,,,No,,2418,UPI,14,3.1,3.2,Wednesday,July
2024-07-07,02:24:00,CNR4444802368,Success,CID468129,Mini,Chamarajpet,"Sarjapur Road",189,130,,,No,,502,UPI,1,3.1,3.6,Sunday,July
2024-07-09,20:50:00,CNR4011078992,Success,CID762965,Mini,Indiranagar,Shivajinagar,238,100,,,No,,307,UPI,38,4.2,3,Tuesday,July
2024-07-13,17:58:00,CNR4394931759,Success,CID108740,"Prime SUV","Frazer Town","Bannerghatta Road",168,40,,,No,,832,UPI,26,3.2,3.8,Saturday,July
2024-07-28,18:00:00,CNR3858211809,Success,CID358299,"Prime Plus",Hebbal,"Magadi Road",126,75,,,No,,157,UPI,16,3.3,3.4,Sunday,July
2024-07-17,07:19:00,CNR1657136093,Success,CID963128,Auto,Padmanabhanagar,"Tumkur Road",189,110,,,No,,366,UPI,12,4.5,4.4,Wednesday,July
2024-07-01,12:52:00,CNR9599775169,Success,CID422313,Mini,Varthur,Peenya,35,125,,,No,,667,UPI,9,3.4,3.5,Monday,July
2024-07-13,01:16:00,CNR5597207665,Success,CID506940,Mini,Jayanagar,Padmanabhanagar,42,115,,,No,,179,UPI,36,4.1,4.3,Saturday,July
2024-07-23,14:23:00,CNR4377510578,Success,CID539536,Auto,Basavanagudi,Jayanagar,259,75,,,No,,332,UPI,4,4.3,3.9,Tuesday,July
2024-07-26,09:50:00,CNR3001011714,Success,CID440482,Bike,Chamarajpet,Bellandur,147,110,,,No,,371,UPI,35,3.9,3.2,Friday,July
2024-07-15,14:06:00,CNR5010675215,Success,CID525737,Bike,Shantinagar,"JP Nagar",70,65,,,No,,234,UPI,13,3.7,3.4,Monday,July
2024-07-14,11:34:00,CNR2392544707,Success,CID882457,Bike,"Magadi Road","RT Nagar",119,80,,,No,,169,UPI,5,3.8,3.5,Sunday,July
2024-07-28,21:56:00,CNR2271463214,Success,CID599071,"Prime Sedan",Majestic,"MG Road",175,115,,,No,,414,UPI,9,3.9,5,Sunday,July
2024-07-04,14:25:00,CNR2157726983,Success,CID838467,Bike,Banashankari,"Rajarajeshwari Nagar",63,35,,,No,,137,UPI,40,4.4,3.3,Thursday,July
2024-07-09,00:01:00,CNR9895951697,Success,CID752433,"Prime SUV","Frazer Town",Indiranagar,294,55,,,No,,1687,UPI,26,3.5,3,Tuesday,July
2024-07-26,00:19:00,CNR4582644372,Success,CID766819,Mini,Nagarbhavi,Hebbal,56,55,,,No,,270,UPI,9,3.4,3.8,Friday,July
2024-07-13,00:00:00,CNR7946943575,Success,CID880059,"Prime SUV",Basavanagudi,"Frazer Town",210,65,,,No,,1414,UPI,43,4.2,4.3,Saturday,July
2024-07-23,00:28:00,CNR5051759117,Success,CID261522,Mini,Jayanagar,"Richmond Town",294,50,,,No,,138,UPI,14,3.9,4,Tuesday,July
2024-07-14,11:20:00,CNR4074303974,Success,CID253631,"Prime Sedan","Richmond Town","Cox Town",140,80,,,No,,257,UPI,14,4.1,4.4,Sunday,July
2024-07-17,10:45:00,CNR8221861944,Success,CID653475,Mini,"Langford Town",Whitefield,252,125,,,No,,407,UPI,40,4.1,4.2,Wednesday,July
2024-07-03,08:53:00,CNR1821101510,Success,CID898125,Bike,Nagarbhavi,Rajajinagar,273,35,,,No,,264,UPI,19,3.6,4.5,Wednesday,July
2024-07-02,05:08:00,CNR2691528740,Success,CID824241,"Prime SUV",Kengeri,Banashankari,112,105,,,No,,655,UPI,43,4.9,3.6,Tuesday,July
2024-07-10,10:34:00,CNR8654107455,Success,CID857765,Mini,"RT Nagar",Kammanahalli,35,120,,,No,,340,UPI,36,4.2,4.6,Wednesday,July
2024-07-05,00:54:00,CNR2400819336,Success,CID234852,Mini,Chickpet,"Sarjapur Road",280,80,,,No,,931,UPI,14,4.8,4.9,Friday,July
2024-07-03,15:55:00,CNR8557572100,Success,CID918267,Bike,Bellandur,Majestic,133,120,,,No,,199,UPI,46,4.3,4.2,Wednesday,July
2024-07-18,17:07:00,CNR9214764352,Success,CID782675,Mini,Majestic,Basavanagudi,196,120,,,No,,496,UPI,12,3.2,4.5,Thursday,July
2024-07-05,01:56:00,CNR1761538771,Success,CID145324,Bike,"Hosur Road",Marathahalli,259,70,,,No,,140,UPI,47,5,3.1,Friday,July
2024-07-28,08:18:00,CNR3340779324,Success,CID505045,"Prime SUV",Hebbal,Vijayanagar,56,30,,,No,,467,UPI,5,3.6,3.5,Sunday,July
2024-07-25,22:40:00,CNR1725191122,Success,CID354724,"Prime Sedan","BTM Layout",Chickpet,112,125,,,No,,813,UPI,30,4.8,3.9,Thursday,July
2024-07-23,07:37:00,CNR8385492718,Success,CID430715,Mini,"BTM Layout","Sahakar Nagar",308,120,,,No,,488,UPI,48,3.2,4,Tuesday,July
2024-07-05,06:48:00,CNR8468456061,Success,CID772855,"Prime SUV","HSR Layout",Shantinagar,119,125,,,No,,457,UPI,39,3.6,4.1,Friday,July
2024-07-30,11:36:00,CNR6155829849,Success,CID240276,"Prime SUV","Electronic City","JP Nagar",196,115,,,No,,492,UPI,19,4.5,4.5,Tuesday,July
2024-07-16,11:45:00,CNR5891093886,Success,CID572551,Mini,Varthur,Devanahalli,252,75,,,No,,147,UPI,33,3.5,4.6,Tuesday,July
2024-07-19,16:49:00,CNR9125436257,Success,CID298378,"Prime Sedan","JP Nagar","JP Nagar",238,75,,,No,,147,UPI,35,3.1,3.5,Friday,July
2024-07-12,07:13:00,CNR2788309329,Success,CID487872,Auto,Padmanabhanagar,Kammanahalli,266,145,,,No,,201,UPI,3,4.7,3,Friday,July
2024-07-29,13:53:00,CNR6457422616,Success,CID640112,"Prime SUV","Richmond Town",Chamarajpet,259,55,,,No,,1291,UPI,28,4,4.7,Monday,July
2024-07-12,08:01:00,CNR6576468368,Success,CID328205,Bike,Kengeri,Indiranagar,210,60,,,No,,315,UPI,42,4.3,4.2,Friday,July
2024-07-15,07:31:00,CNR3256373898,Success,CID286572,Bike,Whitefield,"HSR Layout",35,60,,,Yes,"Customer Demand",203,UPI,34,3.9,4.8,Monday,July
2024-07-11,23:35:00,CNR9858108206,Success,CID411998,Mini,Kadugodi,Malleshwaram,203,110,,,No,,956,UPI,10,4.3,3.2,Thursday,July
2024-07-26,16:15:00,CNR6459292636,Success,CID199266,eBike,"Richmond Town","Ramamurthy Nagar",98,130,,,No,,412,UPI,43,4,3.8,Friday,July
2024-07-04,05:31:00,CNR4842050759,Success,CID965997,eBike,Kammanahalli,Whitefield,35,35,,,No,,192,UPI,47,4.5,3.8,Thursday,July
2024-07-22,08:39:00,CNR7880963894,Success,CID978854,Bike,"Mysore Road",Majestic,168,100,,,No,,280,UPI,45,4.2,3.3,Monday,July
2024-07-03,00:30:00,CNR3381500081,Success,CID415326,"Prime Plus",Kengeri,Kadugodi,308,140,,,No,,844,UPI,38,4.2,3.2,Wednesday,July
2024-07-22,15:06:00,CNR7635013316,Success,CID286239,Mini,Bellandur,Devanahalli,63,140,,,No,,122,UPI,6,4.8,3.3,Monday,July
2024-07-19,15:45:00,CNR7081030721,Success,CID314107,"Prime SUV","BTM Layout","Mysore Road",84,35,,,No,,940,UPI,49,4.4,3.6,Friday,July
2024-07-11,11:06:00,CNR4500393616,Success,CID791349,eBike,Padmanabhanagar,"Ramamurthy Nagar",175,125,,,No,,443,UPI,26,4.2,3.3,Thursday,July
2024-07-06,09:27:00,CNR8083590284,Success,CID895995,eBike,"RT Nagar","HSR Layout",301,70,,,No,,362,UPI,23,3.7,4.7,Saturday,July
2024-07-10,17:07:00,CNR1491096639,Success,CID988485,"Prime Plus","Cox Town","JP Nagar",161,145,,,No,,268,UPI,19,4.5,3.5,Wednesday,July
2024-07-27,17:23:00,CNR2982161910,Success,CID925367,Mini,Kammanahalli,Varthur,210,85,,,No,,899,UPI,26,3.7,4.8,Saturday,July
2024-07-26,07:15:00,CNR9750220209,Success,CID983858,eBike,Shantinagar,"Cox Town",84,50,,,No,,300,UPI,27,4.6,4.9,Friday,July
2024-07-30,14:52:00,CNR1669418368,Success,CID918457,Auto,"Hosur Road",Padmanabhanagar,287,30,,,No,,968,UPI,13,3.5,4.6,Tuesday,July
2024-07-17,15:05:00,CNR8718145701,Success,CID656887,Mini,Jayanagar,"Mysore Road",154,65,,,No,,898,UPI,1,3.3,3.1,Wednesday,July
2024-07-25,15:32:00,CNR9115150187,Success,CID654410,"Prime Sedan",Kammanahalli,Jayanagar,182,50,,,Yes,"Other Issue",2510,UPI,38,4.5,3.9,Thursday,July
2024-07-25,16:14:00,CNR8723735103,Success,CID489241,"Prime SUV",Peenya,Whitefield,56,100,,,No,,577,UPI,7,4,4.5,Thursday,July
2024-07-19,13:30:00,CNR8225042519,Success,CID136370,Auto,Kadugodi,Banashankari,231,120,,,No,,563,UPI,1,4.4,3.8,Friday,July
2024-07-08,18:19:00,CNR2802864071,Success,CID345527,"Prime Sedan",Majestic,Koramangala,231,90,,,No,,167,UPI,49,3.5,3.1,Monday,July
2024-07-04,02:56:00,CNR3357444256,Success,CID240396,"Prime SUV","Mysore Road","Richmond Town",245,105,,,No,,2270,UPI,42,3.4,4.3,Thursday,July
2024-07-04,01:17:00,CNR4119727948,Success,CID644316,"Prime SUV",Shivajinagar,Peenya,105,140,,,Yes,"Customer Demand",952,UPI,17,3.3,4.5,Thursday,July
2024-07-12,09:28:00,CNR5660313242,Success,CID308653,Auto,Indiranagar,Varthur,98,120,,,No,,497,UPI,13,4.8,3.5,Friday,July
2024-07-22,20:59:00,CNR4052588110,Success,CID588220,"Prime Sedan","Magadi Road","HSR Layout",42,130,,,No,,377,UPI,45,3,4.2,Monday,July
2024-07-20,05:49:00,CNR2284387654,Success,CID495504,Bike,"HSR Layout","Mysore Road",189,115,,,No,,285,UPI,29,4.2,3.4,Saturday,July
2024-07-16,03:20:00,CNR6383754055,Success,CID440575,Mini,Nagarbhavi,Padmanabhanagar,266,75,,,No,,2997,UPI,19,4.4,3.7,Tuesday,July
2024-07-16,19:55:00,CNR9701936443,Success,CID704875,eBike,"Richmond Town",Majestic,77,145,,,No,,349,UPI,38,3.2,4.5,Tuesday,July
2024-07-08,19:35:00,CNR7420916552,Success,CID440941,"Prime Plus","Richmond Town","Richmond Town",147,110,,,No,,321,UPI,5,3.2,3.1,Monday,July
2024-07-18,15:33:00,CNR6732091807,Success,CID216935,"Prime SUV","Rajarajeshwari Nagar",Indiranagar,140,125,,,No,,349,UPI,41,4.3,4.6,Thursday,July
2024-07-12,04:14:00,CNR9992967151,Success,CID419834,Bike,Chickpet,Koramangala,231,35,,,No,,248,UPI,19,4,3.8,Friday,July
2024-07-04,15:44:00,CNR2798898425,Success,CID585766,"Prime SUV","Electronic City",Jayanagar,238,145,,,No,,312,UPI,34,3.1,4.1,Thursday,July
2024-07-17,23:37:00,CNR6498136574,Success,CID353027,Auto,Banashankari,"Langford Town",140,125,,,No,,193,UPI,18,4.6,4.2,Wednesday,July
2024-07-13,20:19:00,CNR2993426301,Success,CID711435,"Prime Sedan","Rajarajeshwari Nagar","RT Nagar",70,30,,,No,,1374,UPI,12,4.9,3,Saturday,July
2024-07-21,22:53:00,CNR2547353427,Success,CID670295,Mini,Ulsoor,Shantinagar,308,45,,,No,,338,UPI,13,4.3,3.1,Sunday,July
2024-07-16,16:07:00,CNR8475833901,Success,CID375226,eBike,Shantinagar,Nagarbhavi,280,80,,,No,,143,UPI,30,3.6,4.9,Tuesday,July
2024-07-30,15:32:00,CNR1151175554,Success,CID200907,"Prime Sedan","KR Puram","Langford Town",224,45,,,No,,503,UPI,42,4.5,3.8,Tuesday,July
2024-07-03,01:10:00,CNR7080776006,Success,CID817463,"Prime Plus",Banashankari,Hulimavu,70,120,,,No,,467,UPI,18,4.3,3.8,Wednesday,July
2024-07-05,16:37:00,CNR2251738457,Success,CID274960,Bike,Devanahalli,"Richmond Town",245,50,,,No,,960,UPI,11,3.3,3.5,Friday,July
2024-07-17,08:11:00,CNR4632910179,Success,CID116178,"Prime Sedan",Bellandur,"Mysore Road",154,35,,,No,,631,UPI,29,4.4,3.5,Wednesday,July
2024-07-08,18:27:00,CNR1235545128,Success,CID754309,Auto,"Frazer Town","Rajarajeshwari Nagar",35,145,,,No,,269,UPI,4,3.1,3.8,Monday,July
2024-07-18,00:04:00,CNR3938189552,Success,CID144073,"Prime Plus",Hennur,"Richmond Town",175,130,,,No,,913,UPI,25,3.7,4.7,Thursday,July
2024-07-16,23:51:00,CNR3501545697,Success,CID316552,"Prime SUV",Bellandur,Majestic,224,35,,,No,,383,UPI,28,4.6,4.6,Tuesday,July
2024-07-05,17:32:00,CNR8230417822,Success,CID843325,"Prime SUV",Kammanahalli,Basavanagudi,196,40,,,No,,235,UPI,7,3.1,4.7,Friday,July
2024-07-01,07:52:00,CNR7137003335,Success,CID305662,Bike,"Tumkur Road",Whitefield,105,85,,,No,,131,UPI,23,4.8,4.3,Monday,July
2024-07-04,10:56:00,CNR1004398406,Success,CID138998,Bike,"Frazer Town",Kammanahalli,294,105,,,No,,574,UPI,49,4.6,3.2,Thursday,July
2024-07-26,11:34:00,CNR4869303165,Success,CID299243,"Prime SUV","Mysore Road",Whitefield,77,145,,,No,,2128,UPI,25,4.5,3.8,Friday,July
2024-07-24,03:15:00,CNR1328735682,Success,CID892339,"Prime Plus",Shivajinagar,Malleshwaram,217,95,,,No,,954,UPI,22,3.8,4,Wednesday,July
2024-07-25,23:52:00,CNR6862481979,Success,CID171626,Mini,Kadugodi,"Electronic City",280,40,,,No,,229,UPI,12,3.7,4.1,Thursday,July
2024-07-14,13:00:00,CNR5482743134,Success,CID561525,"Prime SUV","MG Road","Sarjapur Road",259,100,,,No,,296,UPI,14,4.3,3,Sunday,July
2024-07-24,13:48:00,CNR9671937591,Success,CID209085,"Prime Plus",Hennur,"Electronic City",203,50,,,No,,273,UPI,28,4.1,4.3,Wednesday,July
2024-07-10,18:08:00,CNR2037091094,Success,CID766515,"Prime Plus",Rajajinagar,"Frazer Town",238,110,,,No,,487,UPI,3,4.7,3.6,Wednesday,July
2024-07-22,22:54:00,CNR5421740103,Success,CID578968,"Prime Plus",Indiranagar,Basavanagudi,126,60,,,No,,502,UPI,19,3.5,3.4,Monday,July
2024-07-04,22:13:00,CNR4317719070,Success,CID145566,"Prime SUV","Magadi Road",Kengeri,112,85,,,No,,131,UPI,5,3.9,5,Thursday,July
2024-07-09,13:18:00,CNR9742206549,Success,CID172260,"Prime Sedan",Shivajinagar,Kammanahalli,154,60,,,No,,167,UPI,25,4.6,4,Tuesday,July
2024-07-03,15:58:00,CNR5962938125,Success,CID898731,"Prime Plus",Peenya,Chamarajpet,287,100,,,No,,138,UPI,10,4.1,5,Wednesday,July
2024-07-24,13:59:00,CNR1852350112,Success,CID425309,"Prime Sedan",Hulimavu,"Ramamurthy Nagar",105,130,,,No,,260,UPI,25,4.4,3.2,Wednesday,July
2024-07-30,16:46:00,CNR9784010511,Success,CID799062,"Prime Sedan",Bellandur,Varthur,161,65,,,No,,110,UPI,36,4.2,4.4,Tuesday,July
2024-07-12,10:45:00,CNR9179779625,Success,CID916340,eBike,"Tumkur Road","Frazer Town",84,130,,,No,,543,UPI,47,3.3,3.6,Friday,July
2024-07-05,13:37:00,CNR8147978828,Success,CID322014,Mini,Peenya,Yeshwanthpur,308,45,,,No,,1355,UPI,26,4.9,3.3,Friday,July
2024-07-16,14:30:00,CNR3065357532,Success,CID869874,eBike,"BTM Layout",Majestic,91,65,,,No,,390,UPI,43,4,3.2,Tuesday,July
2024-07-18,09:24:00,CNR3082528844,Success,CID913516,"Prime SUV",Kengeri,Varthur,77,25,,,No,,312,UPI,15,3.2,4.4,Thursday,July
2024-07-30,18:50:00,CNR4881913717,Success,CID701786,Bike,"Cox Town","Sahakar Nagar",308,40,,,No,,532,UPI,37,4,4.4,Tuesday,July
2024-07-09,03:36:00,CNR1003170189,Success,CID326402,Mini,"Sarjapur Road",Chamarajpet,35,145,,,No,,217,UPI,31,4.1,4.8,Tuesday,July
2024-07-12,23:10:00,CNR9856179187,Success,CID486897,Bike,Varthur,Shivajinagar,280,145,,,No,,476,UPI,9,3.1,4.9,Friday,July
2024-07-04,19:53:00,CNR1416019195,Success,CID302928,Mini,Chickpet,Bellandur,252,135,,,No,,340,UPI,5,3.1,3.6,Thursday,July
2024-07-20,11:55:00,CNR3387183556,Success,CID729082,Bike,"JP Nagar","Tumkur Road",175,65,,,No,,963,UPI,10,4.2,4,Saturday,July
2024-07-03,16:40:00,CNR4384066221,Success,CID352464,Auto,Indiranagar,"Tumkur Road",245,110,,,No,,367,UPI,15,4.1,3.9,Wednesday,July
